기사 작성일,댓글 작성일,댓글 내용,좋아요,싫어요라벨,싫어요,라벨
20210201,20210201,ㅋㅋ 일본 해저터널? 부산항은 어떻하라고?  대륙관문의 역할을 일본에 양보(?)하자?,910,,14.0,0.0
20210201,20210201,한일 해저터널  하면 물류 주도권이 일본에게 넘어간다,725,,20.0,0.0
20210201,20210201,일본 살리고 부산항만 죽이는 한일터널 공약. 역시 국힘당 답다.,9,,0.0,0.0
20210201,20210201,해저터널을 왜 하니 미쳤나 일본이 지들 돈으로 다한다 해도 결사 반대 해야지  통일  후 유라시아 횡단 시작이 부산이다 이걸  일본에게 주려고 역시 국짐당은 토착왜구란  의심이 들지,10,,0.0,1.0
20210201,20210201,일본 극우단체명 국민의 힘 그대로 따온것으로 추정되는 그 집단 위안부는 매춘부 발언한 류석ㅊ을 지금의 김종인 자리인 혁신위원장으로 앉힌 그당  지난 일본 경제보복때 피해입은 자국 기업 지원 추경안 당시 황교앙이 반대  친일파위주의 국정교과서로 통일 시도및 역사왜곡 시도한 그 당 예전 대선때 북한보고 한국으로 총좀 쏴달라고 한 그 당  현재는 일본에 압도적으로 이익이 큰 해저터널까지 뚫자고 하는 그 당 자 이제 인정할건 인정해야죠  같은 민족이라 생각하십니까?,1590,,22.0,0.0
20210201,20210201,국익에 반하는 해저터널...쪽국 대변당이라 쪽국위해서 해저터널을 연결하려고 하나...,799,,15.0,0.0
20210201,20210201,와 ~~ 아예  쩍발들이  침략하러 오는 길을  만들어주는거네,473,,8.0,1.0
20210201,20210201,한일해저터널은  섬나리이기때문에 비용자체를 일본이 전액지불한다고해도  우리가  받아들일지 말지를 고민해야하는데  부산시민의 모독이다,1325,,23.0,0.0
20210201,20210201,ㅋㅋㅋㅋㅋㅋ 제대로 토왜 인증이네  해저터널 파면 누구만 좋으라고?  부산은 그냥 passing through가 되는거야  유라시아 철도의 종착역이 부산이 되어야 왜놈들이 부산으로 몰려들지  섬나라 왜구들을 대륙이랑 연결해 준다고? 우리 돈을 들여서?  종인아 송장아,1515,,13.0,1.0
20210201,20210201,곧 요양원 들어가겠구만. 노인네 정치 그만해라;;;;;;,337,,18.0,1.0
20210201,20210201,주호영 안왔네 근데 해저저터널은 오바지 현실성 없지 국짐 친일 근성 또 나오네 일본 이득볼 해저터널 반대다 하긴 결국 뻥카고 막던지기지 그보다 이언주 기자회견 까지 한걸보면 선거자금 조사가 급하다 국민의힘 김종인 가덕도 신공항 평가절하하고 관심없다 가덕도 신공항 문제 이명박 박근혜때 기억안나냐 질질끌며 갈등 부추기며 이슈화만 시켰지 숙원이라면서 질질끌며 선거만 이용해 먹었다 신공항 반대하는 자들 누군지 잘봐라 박형준 이언주 이작자들이 부산시장 되면 신공항 해주겠냐 늘 이런식이다 부산 야구장도 신공항도 늘 이런식이지,1481,,27.0,0.0
20210201,20210201,기렉아 그게 니는 파격공약으로 뵈냐? 해저터널 뚫어서 나라를 왜넘들에게 넘기자는 매국공약이지...,1725,,11.0,1.0
20210201,20210201,일본 터널ᆢ 나라 팔아먹는 게 공약  나팔짐  할머니  왈  우리는 나라 팔아먹어도 국짐당이에요,1016,,19.0,1.0
20210201,20210201,그런데 한일 해저터널  이것만은  꼭 집고 넘어가야겠습니다 언제인가는 부산에서 출발하는 초고속열차가 서울-평양-신의주를 거쳐 유럽의 끝이라 할  수 있는곳까지 한번에 관통하는 대륙횡단 철도가 만들어 지지 않겠습니까 그러면 부산은 지금의 부산이 아닙니다 해양물 류와  대륙물류를 연결하는  시작점이자 종착지가 되는것입니다 그러면 막대한 이익과 기회를 대한민국이 잡게됩니다 그런데 터널이 생기면 이모든 혜택이 일본으로 가고 부산은 경유지가 됩니다 이걸 하겠다는건 그냥 나라 팔아먹겠다는겁니다 국민의힘 당이 정권을 절대잡아선 않될 이유입니다,3553,,41.0,0.0
20210201,20210201,또 헛발질하고 자빠졌네.. 부산시민이나 전 국민이 일본하고 해저터널 찬성한다고 보냐????,1287,,12.0,0.0
20210201,20210201,이제 막 던지네....   해저터널.... 일본은  고려-조선시대 때부터 대륙으로 나아가는것이  소원이었다  - 그러니 해저터널 반대다... 일본은  섬나라로 가두어야 한다...,2486,,14.0,0.0
20210201,20210201,"김종인, 야스쿠니신사 안치 예약~~!",382,,15.0,1.0
20210201,20210201,와... 이건 나라를 일본에 팔겠다는 선언이다. 일본이 동서양을 잇는 대륙철도에 출발점을 자기들로 하겠다는 것은 수 십년 숙원이다. 그것을 가져다 바치고 우리나라는 고속도로 휴게실로 전락하겠다는  매국노들... 정말 인간이 아니다. 왜 토착왜구인지 이제  완전하게 정체가 밝혀졌다.,39,,1.0,1.0
20210201,20210201,임시직 바지사장주제에   거들먹거리기는,250,,65.0,0.0
20210201,20210201,차기 국회의원 선거에 김근식은 없다,532,,193.0,0.0
20210201,20210201,저런 사람들 뽑아준 지역구 주민들 반성들 하시오,248,,94.0,0.0
20210201,20210201,"김근식, 당신의 수준은 어디인가요?",756,,152.0,2.0
20210201,20210201,그럼 대통령한테 막말 씨부리는 니들은?,1984,,199.0,2.0
20210201,20210201,교수질이나 제대로하든지 한가지나 제대로해라 니가 막말하는거 같은데 ㅉㅉㅉ,1474,,222.0,2.0
20210201,20210201,김근식.....이번 서울시장 예비후보선거는 이름 알리기의 한편이지요 ?,320,,59.0,0.0
20210201,20210201,국민의 짐 견  짐근시기 오늘도 짖는구나 .영감이나 잘지켜라 설시장후보 공천도 줫는데  못짖을이유가 없지.,707,,177.0,1.0
20210201,20210201,국힘이 선가가 임박하니 북풍설로 또 여론 몰이 하는걸 모르는 국민도 있나? 늙은 여우의  한수 웃긴다 김근식은  한자리 차지해볼려고 추잡한 짓거리하고있고,1473,,263.0,0.0
20210201,20210201,시정잡배 같은 소리를 누가 먼저 했는데 그러냐. 우리나라가 처한 현실을 잘 아는 놈들이 대통령한테 이적행위를 했다고 하는 놈들이 더 시정잡배 같은데. 그리고 그런 것으로 여론 몰이 하려는 것들이 더 시정잡배고.,3167,,336.0,0.0
20210201,20210201,한심한 사람은 뻑하면 대통령에게 막말하는 김종인과 귀하 입니다.,1042,,233.0,0.0
20210201,20210201,니들이 박대통령한테 한짓을 잊었나,433,,276.0,0.0
20210201,20210201,시장잡배같은 소리하고는 국민암당은 범단이지 국내최대범죄단체지,954,,255.0,1.0
20210201,20210201,야동 대표에게는 말 못하고 대통령께는 그렇게 말해도 되니? 야당대표는 너희들이 뽑았지만 대통령은 국민이 뽑았다 이 시정잡배만도 못한것들아,463,,69.0,1.0
20210201,20210201,역시  배설의  힘이다 급하다가 아무데나    거품물고   막   싸대는    베설의 쾌락    우두머리  늙의여우,554,,91.0,1.0
20210201,20210201,만약에 진짜 원전  내용이면 어캐되는거임?,348,,93.0,0.0
20210201,20210201,거짓말을 많이하다보니 거짓인지 참말인지도 구분이 안가는듯~,433,,81.0,0.0
20210201,20210201,근데 왜 지웠을까?,11,,0.0,0.0
20210201,20210201,기레기들 발광을 하는구나 .  에라 이 쓰레기들아  !,593,,195.0,1.0
20210201,20210201,국민이 무식한게 가장 큰 문제야 딱봐도 북풍인데 속아넘어가니 계속쓰지.. 한심.,876,,392.0,0.0
20210201,20210201,기레기가 북풍 진원지.,595,,142.0,1.0
20210201,20210201,"북한에 원전 지어준건 김영삼이고  월성 원전 수명 연장은 불법으로 2017년 2월 법원 판결났고.  삭제한 문서 파일 모두다 복원됐고  삭제했던 문서 파일 대부분이 BAK 파일이고 일부는 TMP 파일, 일부는 전직 이사들 사진파일, 일부는 이력서다.  결정적으로 대부분의 문서들이 2017년 5월 이전 작성된 문서다.  결국 문정부랑 연관 없다는 이야기야.  원전으로 낚시질 그만해라!",2026,,627.0,0.0
20210201,20210201,USB에 담긴 내용을  세금내는 국민이  알 권리가 있다. 내용을 공개하라.,17,,0.0,0.0
20210201,20210201,늘 이맘때 선거앞두고 북한이 꼭 등장하지 영화 공작 봤지 버릇 또 나온거야 요즘 가덕도 공항이슈에 판사 탄핵 등으로 야당 지지율 떨어지니깐 공약선거 한다면서 북풍 북한 기사가 기다렸단 듯이 또 나온다 예전 휴전선 총격사건 처럼 타이밍이 늘 그랬지 북한정보란거 김정은 사망설부터 근거없는 헛발질 이였잖아 또속을거냐 북한에 대한 정보망이 있긴하냐 국민의힘 기레기들에 여론조작질 이맘때쯤 선거때마다 한두번이냐구 그때마다 조작이였지 이거 원조가 이명박근혜 때야 원전 지어준다는 말 꺼낸거 검색해봐 누가 원조인지 국민의짐 그거알아 니네 폭망했어,1960,,358.0,1.0
20210201,20210201,선거철이 되엇구나~~ 그래 계속 해봐라,369,,84.0,0.0
20210201,20210201,미국이 가만있겠어요? 우리나라가 바부인줄 아나봐 하여튼 국민짐당은 트집잡는데는 세계 최고의 경쟁력을 가졌음,2389,,403.0,1.0
20210201,20210201,"USB 그런걸  왜주는데   뭐 담았는데,  쩝쩝",11,,0.0,0.0
20210201,20210201,네거티브 정치 이제는 안통한다것 모르나 이러니 이번 보궐선거에서 또 민주당 싹쓸이 하겠다 ㅉ,565,,228.0,0.0
20210201,20210201,선거가 불리해지자  그들은 다시 '북풍'을 꺼내들었다 단지 폴더명이 핀란드어  '북' '뽀요이스’(pohjois)' 이라는 이유만으로ㅋㅋ  노무현 대통령 NLL  포기발언 공작 이후로... 에혀 ..또 속냐? 이러니까 대중은 개돼지라는거야,1232,,385.0,1.0
20210201,20210201,선거때만 되면 북풍몰이하는 국짐당을 보면 참 지긋지긋하다!,1217,,408.0,1.0
20210201,20210201,"진짜 소설 쓰네, 왜 우주선 설계도라고 하지",401,,129.0,0.0
20210201,20210201,어제 아침만 해도.. USB 준적 없다고 펄쩍펄쩍 뛰더니..  갑자기 주긴 줬는데 다리 위에서 준게 아니다? ㅋㅋㅋㅋㅋㅋ 그렇게 손바닥 뒤집듯이 말바꿔도 되는거에요? ㅋㅋㅋ,730,,201.0,0.0
20210201,20210201,아니 원전이란 단어는 어디서 나온거야? 김종인씨? 말좀 해보세요....,394,,222.0,0.0
20210201,20210201,이정도면 사퇴가 답이다.,1088,,40.0,0.0
20210201,20210201,처음부터 하는 행동이 국회의원 모습이 아니었어 일찍 사표던지고 집으로 돌아가기를 국민들은 바란다.  정의당도 어린애를 선발한 것을 정중하게 사과하고..,2567,,63.0,0.0
20210201,20210201,해고 사유가 픽업시간 미준수 라니~~~ 이제껏 듣도 보도 못한 해고사유다. 이런 일로 해고하다니......  게다가 노동자들의 인권과 정의를 위해 일한다는 정의당에서 나왔다니 정말 어이가 없다.,3160,,40.0,0.0
20210201,20210201,국짐이 남의 당 참견할 주제인가요??????  후궁막장 11억 조수진를 제명하라!!!!!  성추행 주호영은 사죄하고 사퇴하라!!!!!,3693,,410.0,0.0
20210201,20210201,류의원이 잘못한 건 분명하지만 국민의짐이 사퇴요구하는 거는 아닌거 같다 ㅋ,1997,,325.0,0.0
20210201,20210201,"일본 니들은 조용히 해라....,",664,,156.0,0.0
20210201,20210201,정의당 탈퇴하고 국힘당으로 가는거 어때요? 코드가 맞네요~,1336,,135.0,0.0
20210201,20210201,국힘..너나 잘하세요...,920,,347.0,0.0
20210201,20210201,궁민의힘 의원들도 사퇴할 애들이 많다. 니들부터 50명 정도 사퇴시키고 이딴 주장을 해라. 하지만 내가봐도 류호정이는 사퇴하는게 맞다. 국민들은 박원순 장례때 류호정이 보여준 행태를 안 잊는다.,1738,,158.0,0.0
20210201,20210201,저게 사퇴면 너네들은?,715,,150.0,0.0
20210201,20210201,하루 빨리 자진사퇴 하시길..... 그리고 정의당 비례대표 기준이 뭔지?????? 대리게임 등 문제가 많은 사람을 그저 여성이란 이름으로 20대란 이류로 비례를 준것인가? 노동자를 입에 달고 다니던 정의당이 최악의 갑질을 하고 있다니.. 국회의원이란 날개를 달아주니 본성이 나오는게 아닌가 싶다...,3594,,73.0,0.0
20210201,20210131,쿠테타는 의도만 있어도 사형입니다,669,,142.0,0.0
20210201,20210131,이젠 지겹다 ㅉㅉ,177,,23.0,0.0
20210201,20210131,말할가치도 없는기사지만  어이없어  한자쓴다.기레기야 아무리  미쳐도그렇지  원전이  우리가 맘대로 북한에  지어줄수  있는거냐.아무리  미쳐도글치  이런기사를  쓰냐.문재인의  원칙대로에  한번  맞아봐라,27,,6.0,0.0
20210201,20210131,우리나라에선 그렇게 없애야한다고 난리치던 원전을 왜 유엔제재 대상이자 적국이 북한에다 지어주냐고 아ㅋㅋ,1177,,467.0,0.0
20210201,20210131,아직도 이런 거로 우려 먹는거 보면 국민 수준이 딱 국짐 수준이다 ㅉㅉ,1184,,575.0,1.0
20210201,20210131,그렇게  공작한다고  이제 국민들 안속아요 김종인 나이먹어서 처신좀 잘하지  이리붙었다가 저리붙었다가 담에는 어디로붙을련고,1073,,583.0,0.0
20210201,20210131,아니 그니까 검토수준의 문서를 대체 왜 일반 직원시켜서 감사 직전에 몰래 삭제시켰나고 ㅋㅋㅋㅋㅋ,1289,,406.0,0.0
20210201,20210131,"한국 G7 진입  주적=일본  탈원전  청렴도:닭때=51位/現=33位  조중동국  매국일보/50년6월28日字호외=김일성 만세 했지!  자원도 없고 인구도 적고*애도 안낳는데*세계 1등을 원한다* 경제 성장률 OECD 1위,코로나 발병율 최저수준인데도*정부를 깐다⟩ 🐕앉으면 O까고-서면 달린다  차떼기-총쏴달라 돈준-북풍🐕-발목 悖倫 내부의 適102마리 왜국심🐕국민의짐=國民の力*후쿠시마로 보내야  가난은 나랏님도 못 말린다  돈벌이는=경제는 알아서 각자 도생하고/분배 민주 외교 정치나 잘하면 된다-그래서 나는 진보를 선택한다",864,,473.0,1.0
20210201,20210131,"종북타령 ,북풍공작 빼고는 선거를 못치르는 국짐.",2138,,471.0,1.0
20210201,20210131,UN안보리하고미국모르게 어떻게 지어주냐? 국짐인간들아,1427,,316.0,1.0
20210201,20210131,검토만 했다는 증거는?,330,,99.0,0.0
20210201,20210131,국민에게 안전모를 씌워  준다고 하고서 북에 원전검토 북에서 터져도 남쪽에 영향을 미치는데 앞뒤 안 맞자나,756,,273.0,0.0
20210201,20210131,검토 좋아하내 문제될것이 없는데 왜 기를 쓰고 감추려 하고 감사 수사는 못하게 했는지 본질이 문제지 인간들아 그 문제많은 태양광등 추진키 위해 멀쩡한  원전 폐쇄하고  북한예는 원전건설 계획? 삶은 소대가리가 웃는다.,6,,2.0,0.0
20210201,20210131,한국은 탈원전에 목숨걸면서.... 북한에 원전 지어주려는건 뭔 개수작이냐,1305,,595.0,0.0
20210201,20210131,지난번 노무현정권때 .. 남북정상회담 회의록 까발리고 NLL 팔아먹었다고 거짓말하다 폐인이 된..한나라당 정모의원의 허위실유포사건과 똑같네..,2780,,335.0,0.0
20210201,20210131,가짜뉴스,345,,196.0,2.0
20210201,20210201,.........  천문학적 액수로 추정된다는 이명박 박근혜 전두환 노태우 재산을 국민에게 나누어 주라는 말은 절대로 안하지??................ 이들이 가진 돈은 국민의 혈세 아닌가??...............,1523,,297.0,0.0
